hour	count
0	0
1	0
2	0
3	1
4	1
5	0
6	0
7	0
8	0
9	2
10	1
11	0
12	0
13	1
14	0
15	0
16	0
17	0
18	2
19	2
20	1
21	1
22	0
23	0
