hour	count
12AM	0
1AM	0
2AM	1
3AM	1
4AM	1
5AM	0
6AM	0
7AM	0
8AM	1
9AM	1
10AM	0
11AM	0
12PM	1
1PM	1
2PM	0
3PM	1
4PM	0
5PM	1
6PM	2
7PM	1
8PM	2
9PM	2
10PM	0
11PM	1
