hour	count
0	0
1	1
2	1
3	6
4	3
5	1
6	1
7	0
8	0
9	2
10	1
11	0
12	0
13	0
14	2
15	2
16	0
17	1
18	3
19	4
20	1
21	2
22	2
23	0
