hour	count
12AM	1
1AM	2
2AM	0
3AM	0
4AM	0
5AM	0
6AM	1
7AM	1
8AM	0
9AM	5
10AM	1
11AM	0
12PM	2
1PM	3
2PM	0
3PM	0
4PM	1
5PM	2
6PM	3
7PM	0
8PM	4
9PM	2
10PM	2
11PM	0
