hour	count
0	3
1	1
2	2
3	0
4	1
5	1
6	2
7	2
8	1
9	1
10	3
11	4
12	1
13	2
14	4
15	2
16	3
17	3
18	3
19	3
20	1
21	4
22	3
23	0
