hour	count
0	2
1	2
2	1
3	1
4	1
5	3
6	2
7	0
8	1
9	1
10	3
11	2
12	2
13	1
14	5
15	2
16	3
17	0
18	3
19	4
20	5
21	6
22	5
23	2
