hour	count
0	0
1	0
2	2
3	0
4	1
5	1
6	1
7	1
8	2
9	0
10	0
11	1
12	1
13	0
14	0
15	5
16	1
17	0
18	0
19	1
20	0
21	0
22	0
23	1
