hour	count
12AM	5
1AM	7
2AM	5
3AM	3
4AM	3
5AM	6
6AM	9
7AM	8
8AM	8
9AM	6
10AM	13
11AM	11
12PM	8
1PM	7
2PM	12
3PM	6
4PM	15
5PM	8
6PM	3
7PM	5
8PM	10
9PM	7
10PM	8
11PM	9
