hour	count
12AM	2
1AM	1
2AM	1
3AM	1
4AM	0
5AM	1
6AM	2
7AM	1
8AM	6
9AM	2
10AM	2
11AM	0
12PM	0
1PM	0
2PM	0
3PM	3
4PM	5
5PM	2
6PM	2
7PM	2
8PM	2
9PM	3
10PM	2
11PM	3
