hour	count
12AM	5
1AM	3
2AM	1
3AM	2
4AM	1
5AM	3
6AM	2
7AM	0
8AM	0
9AM	4
10AM	2
11AM	2
12PM	3
1PM	4
2PM	5
3PM	7
4PM	2
5PM	1
6PM	5
7PM	2
8PM	3
9PM	1
10PM	7
11PM	12
