hour	count
12AM	5
1AM	2
2AM	0
3AM	2
4AM	0
5AM	1
6AM	0
7AM	5
8AM	1
9AM	2
10AM	0
11AM	5
12PM	3
1PM	1
2PM	4
3PM	2
4PM	3
5PM	1
6PM	1
7PM	5
8PM	2
9PM	4
10PM	6
11PM	3
