hour	count
0	1
1	0
2	1
3	1
4	0
5	3
6	0
7	1
8	0
9	3
10	1
11	0
12	1
13	2
14	4
15	1
16	0
17	1
18	3
19	2
20	2
21	1
22	2
23	1
